lon,lat,plastic_c,bin_c
80.41738620000001,7.2506201,2,0
80.41743650000001,7.2505718,1,0
80.4173305,7.2504851,4,0
80.417302,7.2504725,2,0
80.4173196,7.2504017,5,0
80.41731680000001,7.2503548,2,0
80.4172819,7.2502206,3,0
80.4173172,7.2500544,0,0
80.4173935,7.2499575,3,0
80.4174435,7.2498724,5,0
80.4174658,7.2498379,1,0
80.4174787,7.2498103,1,0
80.4174845,7.2497816,2,0
80.41748820000001,7.249727,0,0
80.4175599,7.2495595,1,0
80.4175991,7.2495333,1,0
80.41762530000001,7.2494511,4,0
80.41763920000001,7.2494067,3,0
80.41764470000001,7.2493683,2,0
80.4176443,7.249335,9,0
80.4176422,7.2492859,3,0
80.4176549,7.2492697,0,0
80.41767150000001,7.2491828,3,0
80.4176829,7.2491364,3,0
80.4176841,7.2490958,4,0
80.417688,7.2490224,5,0
80.4176958,7.2489883,6,0
80.41770790000001,7.2489347,8,0
80.4177196,7.2488565000000005,8,0
80.41773020000001,7.2487973,4,0
80.41775770000001,7.248704,11,0
80.41779460000001,7.2485826,1,0
80.41780490000001,7.2485492,0,0
80.4178218,7.2485025,0,0
80.4178452,7.2484095,0,0
80.417861,7.2483158,0,0
80.4178716,7.2481206,0,0
80.41788700000001,7.2480485,9,0
80.4178936,7.2480197,14,0
80.4179075,7.2479766,3,0
80.41794440000001,7.2478917,5,0
80.4179811,7.2478272,5,0
80.4180353,7.247781,5,0
80.4180831,7.2477503,1,0
80.418136,7.2477064,2,0
80.41815960000001,7.2476913,4,0
80.4182201,7.2476223,1,0
80.4182286,7.247602,2,0
80.41823480000001,7.2475141,2,0
80.4182329,7.2474974,0,0
80.418233,7.2474805,0,0
80.41823930000001,7.2474578,1,0
80.41840210000001,7.2475927,4,0
80.41850290000001,7.2476467,2,0
80.4185266,7.2476655,2,0
80.41855120000001,7.2476970000000005,8,0
80.4185703,7.2477239,8,0
80.4186406,7.2478306,4,0
80.41866730000001,7.2478649,1,0
80.41870990000001,7.2478802,2,0
80.41879320000001,7.2479356,4,0
80.419285,7.2480462,1,0
80.41938280000001,7.248051,0,0
80.41949290000001,7.2480284,1,0
80.4196,7.2480177,4,0
80.4196478,7.2479844,3,0
80.4196967,7.2480080000000005,1,0
80.4197539,7.2480251,1,0
80.4198102,7.248028,2,0
80.41989980000001,7.2480206,9,0
80.41990030000001,7.2480073,11,0
80.4199758,7.2480792,2,0
80.42005730000001,7.2480995,2,0
80.4200326,7.2481085,1,0
80.4199354,7.2480895,0,0
80.4199061,7.2481811,0,0
80.41988160000001,7.2484461,7,0
80.4199272,7.2485097000000005,1,0
80.419943,7.2485403,6,0
80.4199802,7.2486273,1,0
80.41998500000001,7.2486642,0,0
80.4200691,7.2487435,5,0
80.42014130000001,7.2487668,0,0
80.420241,7.2487796,1,0
80.4202672,7.2487785,2,0
80.4202959,7.2487879,5,0
80.42042950000001,7.2487496,11,0
80.42055110000001,7.2487149,6,0
80.420606,7.2487154,6,0
80.42065260000001,7.2487291,4,0
80.42068470000001,7.2488136,4,0
80.42080820000001,7.2489246000000005,6,0
80.42088790000001,7.2489745,6,0
80.420955,7.2490309,3,0
80.4209809,7.2490711,1,0
80.42097770000001,7.2491119,1,0
80.4209553,7.249158,4,0
80.4209323,7.2492462,3,0
80.4209804,7.2493356,1,0
80.42098990000001,7.2493257,2,0
80.4209718,7.2493146,0,0
80.4209603,7.2493035,0,0
80.4209429,7.2492884,0,0
80.4208888,7.2492549,0,0
80.42087570000001,7.2492177,0,0
80.420855,7.249184,1,0
80.4208351,7.2491569,4,0
80.4208272,7.2491244,1,0
80.42082690000001,7.2490983,1,0
80.4208325,7.2490822,0,0
80.42083240000001,7.2490718,0,0
80.42083860000001,7.2490602,3,0
80.4208388,7.2490517,2,0
80.4208461,7.2490465,2,0
80.42085630000001,7.2490435,1,0
80.4208682,7.2490429,0,0
80.42088480000001,7.2490405,3,0
80.4209039,7.2490502,3,0
80.4209143,7.2490573000000005,1,0
80.4209714,7.249116,0,1
80.42099,7.2491404,4,0
80.4210206,7.2491781,4,0
80.42104780000001,7.2492145,5,0
80.4210745,7.2492683,9,0
80.4211008,7.2493497,4,0
80.42111,7.2493744,1,0
80.4211147,7.2494431,4,0
80.42111560000001,7.2494699,2,0
80.4211195,7.2495618,8,0
80.4211228,7.2495961,3,0
80.42113810000001,7.2496788,8,0
80.4211473,7.2497098,6,0
80.421165,7.2497701,3,0
80.4211868,7.2498488,2,0
80.4211964,7.2498871000000005,2,0
80.4212064,7.2499606,1,0
80.42121730000001,7.2500127,0,0
80.4212215,7.2500383,3,0
80.42122400000001,7.2500655,0,0
80.4212261,7.2501068,3,0
80.4212088,7.2501886,1,0
80.421199,7.2502298,0,0
80.421187,7.2502716,0,0
80.4211732,7.2502892,1,0
80.4211464,7.2503197,1,0
80.4211265,7.250342,1,0
80.42104830000001,7.2504313,2,0
80.4210236,7.2504592,8,0
80.42095470000001,7.2505794,0,0
80.42095,7.25062,4,0
80.4209426,7.2506793,4,0
80.4209414,7.2507142,4,0
80.4209388,7.2507499,9,0
80.4209345,7.2507842,6,0
80.4209436,7.2508362,4,0
80.42096260000001,7.2508883,11,0
80.42098940000001,7.2509381,8,0
80.4210113,7.2509677,18,0
80.4210343,7.2509956,3,0
80.4210717,7.2510356,1,0
80.42113540000001,7.2510989,2,0
80.4211588,7.2511226,3,0
80.42118070000001,7.2511415,5,0
80.421211,7.2511556,3,0
80.4213556,7.2511996,7,0
80.4215223,7.2512358,8,0
80.42160630000001,7.2512679,0,1
80.42165920000001,7.2512889,0,0
80.42174630000001,7.2513038,5,0
80.421901,7.2512964,12,0
80.42198970000001,7.2512915,12,0
80.42202160000001,7.2512921,9,0
80.42213310000001,7.2512956,6,0
80.4221655,7.2512971,4,0
80.4222472,7.2512974,1,0
80.42239670000001,7.2512836,0,0
80.4224301,7.2512803,3,0
80.42251540000001,7.2512708,2,0
80.4225383,7.2512713,3,0
80.4225574,7.2512679,6,0
80.4225639,7.2512793,9,0
80.42256470000001,7.2512904,9,0
80.4225753,7.2513464,17,0
80.42258220000001,7.2513773,4,0
80.42258530000001,7.2513949,1,0
80.4225888,7.2514128,2,0
80.4225942,7.2514482,3,0
80.4225766,7.2514942,0,0
80.42256660000001,7.2515144,1,0
80.4225248,7.2515749,2,0
80.42250750000001,7.2515859,2,0
